,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
5546,maserati,granturismo convertible,2015,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,13,238,161070
5547,maserati,granturismo convertible,2015,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,13,238,182009
5548,maserati,granturismo convertible,2015,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20,13,238,150465
5549,maserati,granturismo convertible,2015,premium unleaded (required),444.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20,13,238,145740
5550,maserati,granturismo convertible,2016,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,13,238,161070
5551,maserati,granturismo convertible,2016,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20,13,238,150465
5552,maserati,granturismo convertible,2016,premium unleaded (required),444.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20,13,238,145740
5553,maserati,granturismo convertible,2016,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,13,238,182009
5554,maserati,granturismo,2014,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,143400
5555,maserati,granturismo,2014,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,238,126500
5556,maserati,granturismo,2015,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,238,132825
5557,maserati,granturismo,2015,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,165627
5558,maserati,granturismo,2015,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,150570
5559,maserati,granturismo,2016,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,150570
5560,maserati,granturismo,2016,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,238,132825
5561,maserati,granturismo,2016,premium unleaded (required),454.0,8.0,automatic,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,165627
5562,lexus,gs 200t,2016,premium unleaded (required),241.0,4.0,automatic,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,21,454,53285
5563,lexus,gs 200t,2016,premium unleaded (required),241.0,4.0,automatic,rear wheel drive,4.0,Luxury,Midsize,Sedan,33,22,454,45615
5564,lexus,gs 200t,2017,premium unleaded (required),241.0,4.0,automatic,rear wheel drive,4.0,Luxury,Midsize,Sedan,32,22,454,46310
5565,lexus,gs 200t,2017,premium unleaded (required),241.0,4.0,automatic,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,21,454,53980
5566,lexus,gs 300,2004,premium unleaded (required),220.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,38875
5567,lexus,gs 300,2005,premium unleaded (required),220.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,38875
5568,lexus,gs 300,2006,premium unleaded (required),245.0,6.0,automatic,rear wheel drive,4.0,Luxury,Midsize,Sedan,27,19,454,43150
5569,lexus,gs 300,2006,premium unleaded (required),245.0,6.0,automatic,all wheel drive,4.0,Luxury,Midsize,Sedan,25,19,454,45100
5570,lexus,gs 350,2015,premium unleaded (required),306.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,19,454,55070
5571,lexus,gs 350,2015,premium unleaded (required),306.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,19,454,48600
5572,lexus,gs 350,2015,premium unleaded (required),306.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,57330
5573,lexus,gs 350,2015,premium unleaded (required),306.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,50850
5574,lexus,gs 350,2016,premium unleaded (required),311.0,6.0,automatic,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,29,20,454,50000
5575,lexus,gs 350,2016,premium unleaded (required),311.0,6.0,automatic,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,54115
5576,lexus,gs 350,2016,premium unleaded (required),311.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,50470
5577,lexus,gs 350,2017,premium unleaded (required),311.0,6.0,automatic,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,20,454,50695
5578,lexus,gs 350,2017,premium unleaded (required),311.0,6.0,automatic,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27,19,454,54810
5579,lexus,gs 350,2017,premium unleaded (required),311.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,50365
5580,lexus,gs 350,2017,premium unleaded (required),311.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,56555
5581,lexus,gs 400,1998,regular unleaded,300.0,8.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,21,15,454,3542
5582,lexus,gs 400,1999,regular unleaded,300.0,8.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,454,3741
5583,lexus,gs 400,2000,regular unleaded,300.0,8.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,454,3965
5584,lexus,gs 430,2005,premium unleaded (required),300.0,8.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,454,47975
5585,lexus,gs 430,2006,premium unleaded (required),300.0,8.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,51375
5586,lexus,gs 430,2007,premium unleaded (required),290.0,8.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,52375
5587,lexus,gs 450h,2014,premium unleaded (required),338.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34,29,454,60430
5588,lexus,gs 450h,2015,premium unleaded (required),338.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34,29,454,61330
5589,lexus,gs 450h,2016,premium unleaded (required),338.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34,29,454,63080
5590,lexus,gs 460,2009,premium unleaded (required),342.0,8.0,automatic,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,454,53470
5591,lexus,gs 460,2010,premium unleaded (required),342.0,8.0,automatic,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,454,54070
5592,lexus,gs 460,2011,premium unleaded (required),342.0,8.0,automatic,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,454,55370
5593,lexus,gs f,2016,premium unleaded (required),467.0,8.0,automatic,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,24,16,454,84440
5594,nissan,gt-r,2015,premium unleaded (recommended),545.0,6.0,automated_manual,all wheel drive,2.0,High-Performance,Midsize,Coupe,23,16,2009,111510
5595,nissan,gt-r,2015,premium unleaded (recommended),545.0,6.0,automated_manual,all wheel drive,2.0,High-Performance,Midsize,Coupe,23,16,2009,115710
5596,nissan,gt-r,2015,premium unleaded (recommended),545.0,6.0,automated_manual,all wheel drive,2.0,High-Performance,Midsize,Coupe,23,16,2009,101770
5597,nissan,gt-r,2015,premium unleaded (recommended),600.0,6.0,automated_manual,all wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,23,16,2009,149990
5598,nissan,gt-r,2016,premium unleaded (required),545.0,6.0,automated_manual,all wheel drive,2.0,High-Performance,Midsize,Coupe,22,16,2009,111510
5599,nissan,gt-r,2016,premium unleaded (required),600.0,6.0,automated_manual,all wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,22,16,2009,149990
5600,nissan,gt-r,2016,premium unleaded (required),545.0,6.0,automated_manual,all wheel drive,2.0,High-Performance,Midsize,Coupe,22,16,2009,101770
5601,nissan,gt-r,2017,premium unleaded (required),565.0,6.0,automated_manual,all wheel drive,2.0,High-Performance,Midsize,Coupe,22,16,2009,109990
5602,ford,gt,2005,premium unleaded (required),550.0,8.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,19,12,5657,149995
5603,ford,gt,2006,premium unleaded (required),550.0,8.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,19,12,5657,149995
5604,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,26275
5605,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,31695
5606,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,24595
5607,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,25095
5608,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,27375
5609,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,31695
5610,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,29995
5611,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,29545
5612,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,27845
5613,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,31095
5614,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,28445
5615,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,27845
5616,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,25095
5617,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,24595
5618,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,28945
5619,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,23995
5620,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,27375
5621,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,29545
5622,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,29995
5623,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,23995
5624,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,25695
5625,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,26875
5626,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,30595
5627,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,30595
5628,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,27975
5629,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,26875
5630,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,28445
5631,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,25695
5632,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,26275
5633,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,28945
5634,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,31095
5635,volkswagen,gti,2012,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,27975
5636,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,29895
5637,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,29695
5638,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,30795
5639,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,25300
5640,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,24200
5641,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,25895
5642,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,30995
5643,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,30395
5644,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,24200
5645,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,28795
5646,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,25095
5647,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,28395
5648,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,27295
5649,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,28195
5650,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,31495
5651,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,28195
5652,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,24795
5653,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,26195
5654,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,31495
5655,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,24795
5656,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,32095
5657,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,25300
5658,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,27895
5659,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,30995
5660,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,29295
5661,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,29695
5662,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,26195
5663,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,32095
5664,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,26795
5665,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,25895
5666,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,25095
5667,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,26795
5668,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,28395
5669,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,27895
5670,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,29295
5671,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,27295
5672,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,30795
5673,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,30395
5674,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,29895
5675,volkswagen,gti,2013,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,28795
5676,volkswagen,gti,2014,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,26195
5677,volkswagen,gti,2014,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,29695
5678,volkswagen,gti,2014,premium unleaded (recommended),200.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,25095
5679,volkswagen,gti,2014,premium unleaded (recommended),200.0,4.0,automated_manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,30795
5680,pontiac,gto,2004,premium unleaded (required),350.0,8.0,automatic,rear wheel drive,2.0,High-Performance,Midsize,Coupe,20,15,210,31795
5681,pontiac,gto,2005,premium unleaded (required),400.0,8.0,automatic,rear wheel drive,2.0,High-Performance,Midsize,Coupe,19,14,210,32295
5682,pontiac,gto,2006,premium unleaded (required),400.0,8.0,automatic,rear wheel drive,2.0,High-Performance,Midsize,Coupe,19,14,210,31290
5683,lexus,gx 460,2015,premium unleaded (required),301.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,20,15,454,49485
5684,lexus,gx 460,2015,premium unleaded (required),301.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,20,15,454,61115
5685,lexus,gx 460,2016,premium unleaded (required),301.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,20,15,454,50780
5686,lexus,gx 460,2016,premium unleaded (required),301.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,20,15,454,62155
5687,lexus,gx 460,2017,premium unleaded (required),301.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,15,454,51280
5688,lexus,gx 460,2017,premium unleaded (required),301.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,15,454,62980
5689,lexus,gx 470,2007,regular unleaded,263.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,454,46635
5690,lexus,gx 470,2008,premium unleaded (required),263.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,454,47315
5691,lexus,gx 470,2009,premium unleaded (required),263.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,454,47615
5692,hummer,h3,2008,regular unleaded,242.0,5.0,manual,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,130,39290
5693,hummer,h3,2008,regular unleaded,242.0,5.0,manual,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,130,30995
5694,hummer,h3,2008,regular unleaded,300.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,13,130,39560
5695,hummer,h3,2009,regular unleaded,242.0,5.0,manual,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,130,33390
5696,hummer,h3,2009,regular unleaded,242.0,5.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,130,43130
5697,hummer,h3,2009,regular unleaded,300.0,8.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,13,130,41705
5698,hummer,h3,2010,flex-fuel (unleaded/E85),300.0,8.0,automatic,four wheel drive,4.0,"Flex Fuel,Luxury",Midsize,4dr SUV,16,13,130,41705
5699,hummer,h3,2010,regular unleaded,239.0,5.0,manual,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,130,33390
5700,hummer,h3,2010,regular unleaded,239.0,5.0,automatic,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,130,38365
5701,hummer,h3,2010,regular unleaded,239.0,5.0,manual,four wheel drive,4.0,"Flex Fuel,Luxury",Midsize,4dr SUV,18,14,130,35960
5702,hummer,h3t,2009,regular unleaded,239.0,5.0,manual,four wheel drive,4.0,"Crossover,Luxury",Compact,Crew Cab Pickup,18,14,130,30750
5703,hummer,h3t,2009,regular unleaded,300.0,8.0,automatic,four wheel drive,4.0,"Crossover,Luxury",Compact,Crew Cab Pickup,16,13,130,36015
5704,hummer,h3t,2010,flex-fuel (unleaded/E85),300.0,8.0,automatic,four wheel drive,4.0,"Crossover,Flex Fuel,Luxury",Compact,Crew Cab Pickup,16,13,130,39205
5705,hummer,h3t,2010,regular unleaded,239.0,5.0,manual,four wheel drive,4.0,"Crossover,Flex Fuel,Luxury",Compact,Crew Cab Pickup,18,14,130,30915
5706,hummer,h3t,2010,regular unleaded,239.0,5.0,automatic,four wheel drive,4.0,"Crossover,Flex Fuel,Luxury",Compact,Crew Cab Pickup,18,14,130,36355
5707,hummer,h3t,2010,flex-fuel (unleaded/E85),300.0,8.0,automatic,four wheel drive,4.0,"Crossover,Flex Fuel,Luxury",Compact,Crew Cab Pickup,16,13,130,35680
5708,hummer,h3t,2010,regular unleaded,239.0,5.0,manual,four wheel drive,4.0,"Crossover,Flex Fuel,Luxury",Compact,Crew Cab Pickup,18,14,130,33485
5709,chevrolet,hhr,2009,flex-fuel (unleaded/E85),155.0,4.0,automatic,front wheel drive,4.0,Flex Fuel,Compact,Wagon,30,22,1385,20720
5710,chevrolet,hhr,2009,premium unleaded (recommended),260.0,4.0,manual,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Wagon,29,21,1385,25135
5711,chevrolet,hhr,2009,flex-fuel (unleaded/E85),155.0,4.0,manual,front wheel drive,4.0,Flex Fuel,Compact,Wagon,32,22,1385,18720
5712,chevrolet,hhr,2009,premium unleaded (recommended),260.0,4.0,manual,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Wagon,29,21,1385,24815
5713,chevrolet,hhr,2009,flex-fuel (unleaded/E85),155.0,4.0,manual,front wheel drive,4.0,Flex Fuel,Compact,Wagon,32,22,1385,19030
5714,chevrolet,hhr,2009,flex-fuel (unleaded/E85),155.0,4.0,automatic,front wheel drive,4.0,Flex Fuel,Compact,Wagon,30,22,1385,21030
5715,chevrolet,hhr,2010,flex-fuel (unleaded/E85),155.0,4.0,manual,front wheel drive,4.0,Flex Fuel,Compact,Wagon,32,22,1385,20030
5716,chevrolet,hhr,2010,flex-fuel (unleaded/E85),155.0,4.0,manual,front wheel drive,4.0,Flex Fuel,Compact,Wagon,32,22,1385,18720
5717,chevrolet,hhr,2010,premium unleaded (recommended),260.0,4.0,manual,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Wagon,29,21,1385,26255
